"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000114388",139.2983,-0.3078552,0.1509123,-2.039961,0.04135422,0.07192676,"NPRL2","10641","NPR2 like, GATOR1 complex subunit"
"ENSG00000133216",3221.875,-0.1058477,0.05189375,-2.039701,0.04138008,0.07196323,"EPHB2","2048","EPH receptor B2"
"ENSG00000169594",26.79007,-0.7000226,0.3432199,-2.039574,0.04139273,0.0719767,"BNC1","646","basonuclin 1"
"ENSG00000213380",296.1015,0.2257205,0.110677,2.039453,0.04140482,0.07198921,NA,NA,NA
"ENSG00000178726",7.365246,1.465787,0.718739,2.039388,0.04141135,0.07199205,"THBD","7056","thrombomodulin"
"ENSG00000086827",402.0015,-0.1976976,0.09695285,-2.039111,0.041439,0.07203158,"ZW10","9183","zw10 kinetochore protein"
"ENSG00000170092",11.75168,1.107055,0.5430369,2.038637,0.04148624,0.07210516,"SPDYE5","442590","speedy/RINGO cell cycle regulator family member E5"
"ENSG00000062370",83.63963,0.3995857,0.1960239,2.038453,0.0415046,0.07212855,"ZNF112","7771","zinc finger protein 112"
"ENSG00000141580",1568.524,0.1125204,0.05529321,2.034976,0.04185328,0.0727259,"WDR45B","56270","WD repeat domain 45B"
"ENSG00000155034",402.683,-0.1991894,0.09789093,-2.034809,0.04187006,0.07274644,"FBXL18","80028","F-box and leucine rich repeat protein 18"
"ENSG00000178445",8.606254,1.346796,0.6620101,2.034404,0.04191087,0.07280874,"GLDC","2731","glycine decarboxylase"
"ENSG00000058600",424.4971,-0.1957941,0.0962586,-2.034043,0.04194726,0.07286335,"POLR3E","55718","RNA polymerase III subunit E"
"ENSG00000091542",1121.282,0.1259752,0.06195353,2.033382,0.04201393,0.07297053,"ALKBH5","54890","alkB homolog 5, RNA demethylase"
"ENSG00000005700",1517.911,0.1247407,0.0613673,2.03269,0.04208389,0.07308338,"IBTK","25998","inhibitor of Bruton tyrosine kinase"
"ENSG00000183762",314.4137,-0.2106976,0.1037117,-2.031571,0.04219708,0.07326587,"KREMEN1","83999","kringle containing transmembrane protein 1"
"ENSG00000108592",1292.68,0.1201608,0.05914725,2.031553,0.04219895,0.07326587,"FTSJ3","117246","FtsJ RNA methyltransferase homolog 3"
"ENSG00000173258",5.475096,1.739755,0.8567503,2.030644,0.04229111,0.07341721,"ZNF483","158399","zinc finger protein 483"
"ENSG00000100505",3.25468,2.402888,1.184813,2.028074,0.04255266,0.07385645,"TRIM9","114088","tripartite motif containing 9"
"ENSG00000136630",91.44845,-0.3822153,0.1884636,-2.028059,0.04255418,0.07385645,"HLX","3142","H2.0 like homeobox"
"ENSG00000183580",358.6636,-0.2008054,0.09902529,-2.02782,0.04257867,0.07389022,"FBXL7","23194","F-box and leucine rich repeat protein 7"
"ENSG00000100815",914.2243,-0.144663,0.07134806,-2.027567,0.04260446,0.07392624,"TRIP11","9321","thyroid hormone receptor interactor 11"
"ENSG00000165819",455.3231,-0.1792193,0.08841164,-2.027101,0.0426521,0.07400016,"METTL3","56339","methyltransferase like 3"
"ENSG00000103024",264.7114,0.2361669,0.1165174,2.026882,0.04267446,0.0740302,"NME3","4832","NME/NM23 nucleoside diphosphate kinase 3"
"ENSG00000168283",426.4904,0.1902683,0.09389981,2.026291,0.04273496,0.07412641,"BMI1","648","BMI1 proto-oncogene, polycomb ring finger"
"ENSG00000166503",1111.675,0.1351716,0.0667191,2.025981,0.04276673,0.07417275,"HDGFL3","50810","HDGF like 3"
"ENSG00000205138",86.93684,0.3943493,0.1946594,2.025842,0.04278093,0.07418863,"SDHAF1","644096","succinate dehydrogenase complex assembly factor 1"
"ENSG00000092140",422.0213,-0.1876131,0.09262685,-2.025472,0.04281895,0.0742458,"G2E3","55632","G2/M-phase specific E3 ubiquitin protein ligase"
"ENSG00000151287",96.86995,-0.3847111,0.1899578,-2.025245,0.04284217,0.07427729,"TEX30","93081","testis expressed 30"
"ENSG00000141556",1160.217,0.1233356,0.06090647,2.025,0.04286731,0.07431211,"TBCD","6904","tubulin folding cofactor D"
"ENSG00000243660",26.94902,0.6929977,0.3422486,2.024837,0.0428841,0.07433244,"ZNF487","642819","zinc finger protein 487"
"ENSG00000059915",89.56505,0.3892242,0.1922387,2.024692,0.04289897,0.07434944,"PSD","5662","pleckstrin and Sec7 domain containing"
"ENSG00000142186",2419.799,0.1048278,0.05178679,2.024219,0.04294758,0.07442492,"SCYL1","57410","SCY1 like pseudokinase 1"
"ENSG00000070882",1076.479,0.1415449,0.06993669,2.0239,0.04298044,0.07447234,"OSBPL3","26031","oxysterol binding protein like 3"
"ENSG00000101901",293.8354,-0.2179959,0.1077158,-2.023807,0.04299002,0.07447234,"ALG13","79868","ALG13, UDP-N-acetylglucosaminyltransferase subunit"
"ENSG00000057704",6.062853,-1.518809,0.7504717,-2.023806,0.04299016,0.07447234,"TMCC3","57458","transmembrane and coiled-coil domain family 3"
"ENSG00000167088",665.9492,-0.1559028,0.07707921,-2.022631,0.04311117,0.07467316,"SNRPD1","6632","small nuclear ribonucleoprotein D1 polypeptide"
"ENSG00000121989",111.4549,0.3602422,0.1781809,2.021778,0.04319931,0.074817,"ACVR2A","92","activin A receptor type 2A"
"ENSG00000083099",593.1413,0.1627321,0.08051184,2.021219,0.04325709,0.07490825,"LYRM2","57226","LYR motif containing 2"
"ENSG00000219200",30.7512,0.6481188,0.32072,2.020824,0.04329797,0.0749702,"RNASEK","440400","ribonuclease K"
"ENSG00000188916",16.12895,0.9586524,0.4744524,2.020545,0.04332691,0.07501147,"FAM196A","642938","family with sequence similarity 196 member A"
"ENSG00000182154",541.2418,0.1784165,0.08834098,2.019635,0.0434213,0.07516603,"MRPL41","64975","mitochondrial ribosomal protein L41"
"ENSG00000182631",1.917269,3.210098,1.589596,2.019442,0.0434413,0.07519179,"RXFP3","51289","relaxin family peptide receptor 3"
"ENSG00000254986",972.9778,-0.130755,0.06478542,-2.018278,0.04356232,0.07539238,"DPP3","10072","dipeptidyl peptidase 3"
"ENSG00000156162",490.5358,-0.1825433,0.09044852,-2.018201,0.04357035,0.0753974,"DPY19L4","286148","dpy-19 like 4"
"ENSG00000275074",116.8792,-0.3396209,0.1683176,-2.017738,0.04361851,0.07547184,"NUDT18","79873","nudix hydrolase 18"
"ENSG00000125430",218.0911,0.2520695,0.1249409,2.017511,0.04364222,0.07550397,"HS3ST3B1","9953","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"ENSG00000184939",420.0655,0.1862067,0.09230654,2.017264,0.04366794,0.07553958,"ZFP90","146198","ZFP90 zinc finger protein"
"ENSG00000130699",192.6761,-0.2659491,0.1318676,-2.016788,0.04371759,0.07561656,"TAF4","6874","TATA-box binding protein associated factor 4"
"ENSG00000160055",135.7161,0.3228831,0.1601126,2.0166,0.04373727,0.07564169,"TMEM234","56063","transmembrane protein 234"
"ENSG00000178764",109.9663,0.346602,0.1718929,2.016383,0.0437599,0.07567192,"ZHX2","22882","zinc fingers and homeoboxes 2"
"ENSG00000182185",28.8976,-0.6613773,0.3280632,-2.016006,0.04379938,0.07573128,"RAD51B","5890","RAD51 paralog B"
"ENSG00000103021",37.73472,-0.5906016,0.2931273,-2.01483,0.04392249,0.07593519,"CCDC113","29070","coiled-coil domain containing 113"
"ENSG00000107614",76.40663,-0.4237047,0.2103586,-2.014202,0.04398834,0.0760401,"TRDMT1","1787","tRNA aspartic acid methyltransferase 1"
"ENSG00000188848",1.929152,3.193355,1.586064,2.013383,0.04407435,0.07617981,"BEND4","389206","BEN domain containing 4"
"ENSG00000277462",44.15379,0.5610101,0.278721,2.012802,0.04413548,0.07627649,"ZNF670","93474","zinc finger protein 670"
"ENSG00000275004",30.38738,-0.6694988,0.332697,-2.012338,0.04418432,0.07635192,"ZNF280B","140883","zinc finger protein 280B"
"ENSG00000134287",2701.576,-0.09404813,0.04674491,-2.011944,0.04422585,0.0764147,"ARF3","377","ADP ribosylation factor 3"
"ENSG00000131188",117.2423,0.3342326,0.1661697,2.011393,0.04428394,0.07649952,"PRR7","80758","proline rich 7, synaptic"
"ENSG00000131127",51.47824,0.5092288,0.2531788,2.01134,0.04428953,0.07649952,"ZNF141","7700","zinc finger protein 141"
"ENSG00000244687",30.75293,0.6565309,0.3264163,2.01133,0.04429057,0.07649952,"UBE2V1","7335","ubiquitin conjugating enzyme E2 V1"
"ENSG00000166106",145.7315,0.325891,0.1620435,2.011133,0.0443114,0.07652651,"ADAMTS15","170689","ADAM metallopeptidase with thrombospondin type 1 motif 15"
"ENSG00000104951",3.440629,-2.20202,1.095216,-2.01058,0.04436981,0.07661837,"IL4I1","259307","interleukin 4 induced 1"
"ENSG00000187186",4.199043,1.951495,0.970682,2.010437,0.04438496,0.07663553,"LOC730098","730098","uncharacterized LOC730098"
"ENSG00000107099",2.608596,2.798936,1.392756,2.009639,0.04446941,0.07677231,"DOCK8","81704","dedicator of cytokinesis 8"
"ENSG00000158552",217.2056,-0.2633959,0.131084,-2.009367,0.04449824,0.07681306,"ZFAND2B","130617","zinc finger AN1-type containing 2B"
"ENSG00000153291",4.199204,1.931374,0.9612747,2.00918,0.044518,0.07683813,"SLC25A27","9481","solute carrier family 25 member 27"
"ENSG00000117758",1331.961,-0.127671,0.06354569,-2.009121,0.04452426,0.07683992,"STX12","23673","syntaxin 12"
"ENSG00000080802",465.5608,0.1871857,0.09319809,2.008471,0.04459324,0.07694993,"CNOT4","4850","CCR4-NOT transcription complex subunit 4"
"ENSG00000111962",597.1557,0.1570808,0.07823452,2.007819,0.04466252,0.07706042,"UST","10090","uronyl 2-sulfotransferase"
"ENSG00000137522",372.186,-0.200409,0.09989578,-2.006181,0.04483695,0.0773523,"RNF121","55298","ring finger protein 121"
"ENSG00000100083",774.4621,0.1440417,0.07188299,2.003836,0.04508768,0.07777573,"GGA1","26088","golgi associated, gamma adaptin ear containing, ARF binding protein 1"
"ENSG00000166855",720.0913,0.1488212,0.07429045,2.003234,0.04515214,0.07787777,"CLPX","10845","caseinolytic mitochondrial matrix peptidase chaperone subunit"
"ENSG00000174564",7.153569,-1.36424,0.6811161,-2.002949,0.0451828,0.07792151,"IL20RB","53833","interleukin 20 receptor subunit beta"
"ENSG00000079246",5872,0.07948099,0.03968814,2.002638,0.04521614,0.07796984,"XRCC5","7520","X-ray repair cross complementing 5"
"ENSG00000188107",9.177613,1.204038,0.6017358,2.000942,0.04539867,0.07827541,"EYS","346007","eyes shut homolog (Drosophila)"
"ENSG00000149506",5.558544,1.601732,0.8005114,2.000885,0.04540474,0.07827668,"ZP1","22917","zona pellucida glycoprotein 1"
"ENSG00000172766",169.9006,0.2817185,0.1408495,2.000138,0.04548538,0.0784065,"NAA16","79612","N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
"ENSG00000116032",40.30407,0.5664147,0.2833805,1.998778,0.04563237,0.07865065,"GRIN3B","116444","glutamate ionotropic receptor NMDA type subunit 3B"
"ENSG00000172977",251.0018,0.2397027,0.1200234,1.997134,0.04581063,0.07894864,"KAT5","10524","lysine acetyltransferase 5"
"ENSG00000140379",9.837407,1.277479,0.6397825,1.996739,0.04585353,0.0790133,"BCL2A1","597","BCL2 related protein A1"
"ENSG00000114638",16.95155,0.8880863,0.4449487,1.995929,0.04594162,0.0791558,"UPK1B","7348","uroplakin 1B"
"ENSG00000108511",394.4209,0.1883212,0.09437674,1.995419,0.04599715,0.07924219,"HOXB6","3216","homeobox B6"
"ENSG00000260230",1.757396,-3.232639,1.620375,-1.994995,0.04604344,0.07931263,"FRRS1L","23732","ferric chelate reductase 1 like"
"ENSG00000161179",193.2121,-0.2690234,0.1348628,-1.994793,0.04606542,0.0793412,"YDJC","150223","YdjC chitooligosaccharide deacetylase homolog"
"ENSG00000131067",414.7624,0.1900917,0.09530039,1.994658,0.04608015,0.07935726,"GGT7","2686","gamma-glutamyltransferase 7"
"ENSG00000153404",82.7824,0.3904464,0.1957977,1.994131,0.0461377,0.07944705,"PLEKHG4B","153478","pleckstrin homology and RhoGEF domain containing G4B"
"ENSG00000149634",8.42679,1.321882,0.6630505,1.993638,0.04619168,0.07953069,"SPATA25","128497","spermatogenesis associated 25"
"ENSG00000138030",4.245304,-1.897032,0.951615,-1.993487,0.04620815,0.07954972,"KHK","3795","ketohexokinase"
"ENSG00000127616",3354.336,-0.09617404,0.04825338,-1.993105,0.04625,0.07961243,"SMARCA4","6597","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"ENSG00000133135",277.3465,-0.2289759,0.1148877,-1.993042,0.04625687,0.07961493,"RNF128","79589","ring finger protein 128, E3 ubiquitin protein ligase"
"ENSG00000167272",178.7377,-0.2829661,0.1419898,-1.992862,0.04627658,0.07963953,"POP5","51367","POP5 homolog, ribonuclease P/MRP subunit"
"ENSG00000173540",440.2418,-0.1867899,0.09375548,-1.992309,0.0463372,0.07973085,"GMPPB","29925","GDP-mannose pyrophosphorylase B"
"ENSG00000177082",77.5896,0.41201,0.2068034,1.992279,0.0463405,0.07973085,"WDR73","84942","WD repeat domain 73"
"ENSG00000164930",2585.395,0.1064905,0.05346649,1.991725,0.04640127,0.07982606,"FZD6","8323","frizzled class receptor 6"
"ENSG00000100055",15.54579,0.9223334,0.4632474,1.991017,0.04647902,0.07995045,"CYTH4","27128","cytohesin 4"
"ENSG00000102401",1701.97,0.1140073,0.05728377,1.99022,0.04656675,0.08009197,"ARMCX3","51566","armadillo repeat containing, X-linked 3"
"ENSG00000224051",299.7015,-0.2164111,0.1087615,-1.989777,0.04661546,0.08016637,"CPTP","80772","ceramide-1-phosphate transfer protein"
"ENSG00000159403",1252.563,0.1221952,0.0614214,1.989456,0.04665092,0.08021795,"C1R","715","complement C1r"
"ENSG00000172803",14.26592,0.9525729,0.4788294,1.989378,0.04665947,0.08022326,"SNX32","254122","sorting nexin 32"
"ENSG00000130203",47.58813,0.5115037,0.2571575,1.989068,0.04669371,0.08027275,"APOE","348","apolipoprotein E"
"ENSG00000100302",31.74906,0.6312862,0.3174707,1.988487,0.04675788,0.08037366,"RASD2","23551","RASD family member 2"
"ENSG00000160951",20.15684,-0.8179176,0.4114971,-1.987663,0.04684897,0.08052081,"PTGER1","5731","prostaglandin E receptor 1"
"ENSG00000176919",1.871419,3.160068,1.590513,1.986824,0.04694193,0.08067114,"C8G","733","complement C8 gamma chain"
"ENSG00000169019",445.4888,-0.188803,0.09505983,-1.986149,0.04701681,0.08079038,"COMMD8","54951","COMM domain containing 8"
"ENSG00000214029",52.96949,0.4928718,0.2481926,1.985844,0.04705063,0.08083903,"ZNF891","101060200","zinc finger protein 891"
"ENSG00000139218",1837.954,0.1103768,0.05560137,1.985145,0.04712832,0.08096305,"SCAF11","9169","SR-related CTD associated factor 11"
"ENSG00000107719",10.14639,1.138051,0.5734199,1.984672,0.04718095,0.08104398,"PALD1","27143","phosphatase domain containing, paladin 1"
"ENSG00000028528",1308.576,0.1152195,0.05811153,1.98273,0.04739759,0.08140659,"SNX1","6642","sorting nexin 1"
"ENSG00000100078",3.772023,-1.975438,0.9965444,-1.982288,0.04744699,0.08148192,"PLA2G3","50487","phospholipase A2 group III"
"ENSG00000108370",22.73577,0.7417719,0.3742529,1.982007,0.04747847,0.08152644,"RGS9","8787","regulator of G protein signaling 9"
"ENSG00000101353",8.049393,-1.286652,0.6492233,-1.981833,0.04749792,0.0815503,"MROH8","140699","maestro heat like repeat family member 8"
"ENSG00000173950",567.5721,0.162012,0.08176961,1.981323,0.04755504,0.08163883,"XXYLT1","152002","xyloside xylosyltransferase 1"
"ENSG00000175581",163.4988,-0.2801416,0.1414432,-1.980594,0.04763679,0.08176963,"MRPL48","51642","mitochondrial ribosomal protein L48"
"ENSG00000174137",25.95486,-0.6854382,0.3461295,-1.980294,0.04767053,0.08181515,"FAM53A","152877","family with sequence similarity 53 member A"
"ENSG00000135164",624.7071,0.1543273,0.07793453,1.980217,0.04767913,0.08181515,"DMTF1","9988","cyclin D binding myb like transcription factor 1"
"ENSG00000135775",299.2409,-0.2086247,0.1053549,-1.980209,0.04768002,0.08181515,"COG2","22796","component of oligomeric golgi complex 2"
"ENSG00000186399",2.439075,-2.726661,1.377751,-1.979067,0.04780845,0.08202594,"GOLGA8R","101059918","golgin A8 family member R"
"ENSG00000197056",191.7664,-0.2690966,0.1360275,-1.978252,0.04790029,0.08217392,"ZMYM1","79830","zinc finger MYM-type containing 1"
"ENSG00000137965",19.01541,-0.840815,0.4251034,-1.977907,0.0479392,0.08223107,"IFI44","10561","interferon induced protein 44"
"ENSG00000196757",91.43188,0.3804459,0.1926493,1.974811,0.04828964,0.08282251,"ZNF700","90592","zinc finger protein 700"
"ENSG00000107186",1057.329,0.1333927,0.06759916,1.97329,0.04846254,0.08310936,"MPDZ","8777","multiple PDZ domain crumbs cell polarity complex component"
"ENSG00000216937",10.67817,-1.099072,0.5570331,-1.973081,0.0484863,0.0831404,"CCDC7","79741","coiled-coil domain containing 7"
"ENSG00000165476",1479.56,0.117615,0.05961814,1.972805,0.04851778,0.08318467,"REEP3","221035","receptor accessory protein 3"
"ENSG00000133985",4.334839,1.901845,0.9641346,1.972593,0.04854194,0.08321638,"TTC9","23508","tetratricopeptide repeat domain 9"
"ENSG00000143537",1182.893,0.1188687,0.06027697,1.972042,0.04860486,0.08331452,"ADAM15","8751","ADAM metallopeptidase domain 15"
"ENSG00000167118",865.1612,0.1365008,0.06922833,1.971748,0.04863835,0.08336219,"URM1","81605","ubiquitin related modifier 1"
"ENSG00000143951",59.47843,0.4675264,0.237187,1.97113,0.04870903,0.08347359,"WDPCP","51057","WD repeat containing planar cell polarity effector"
"ENSG00000112877",30.08043,-0.6674158,0.3386242,-1.970963,0.04872813,0.08349658,"CEP72","55722","centrosomal protein 72"
"ENSG00000141101",441.4465,0.1796927,0.09121515,1.969988,0.04883976,0.08367811,"NOB1","28987","NIN1 (RPN12) binding protein 1 homolog"
"ENSG00000136715",503.6113,-0.1891842,0.09603751,-1.969899,0.04884998,0.08368585,"SAP130","79595","Sin3A associated protein 130"
"ENSG00000134504",101.6041,0.3711397,0.1884835,1.969083,0.04894358,0.08383642,"KCTD1","284252","potassium channel tetramerization domain containing 1"
"ENSG00000121297",630.866,-0.1640734,0.08334244,-1.968665,0.04899157,0.08390884,"TSHZ3","57616","teashirt zinc finger homeobox 3"
"ENSG00000146828",595.8944,0.1590348,0.0808123,1.967953,0.04907349,0.08403762,"SLC12A9","56996","solute carrier family 12 member 9"
"ENSG00000151468",22.97959,0.74182,0.376958,1.967912,0.0490782,0.08403762,"CCDC3","83643","coiled-coil domain containing 3"
"ENSG00000149474",185.5797,-0.2604225,0.1323494,-1.967689,0.04910383,0.0840717,"KAT14","57325","lysine acetyltransferase 14"
"ENSG00000145912",483.5356,-0.1706345,0.08675877,-1.96677,0.04920974,0.08424321,"NHP2","55651","NHP2 ribonucleoprotein"
"ENSG00000169583",3.347036,-2.140403,1.08838,-1.966596,0.0492298,0.08426775,"CLIC3","9022","chloride intracellular channel 3"
"ENSG00000180626",85.93088,0.4152447,0.2111824,1.966285,0.04926575,0.08431946,"ZNF594","84622","zinc finger protein 594"
"ENSG00000159885",52.98321,0.4964929,0.2525697,1.965766,0.04932564,0.08441212,"ZNF222","7673","zinc finger protein 222"
"ENSG00000234616",363.3795,-0.2016865,0.1026509,-1.964781,0.04943956,0.08459721,"JRK","8629","Jrk helix-turn-helix protein"
"ENSG00000159733",33.53224,0.6191568,0.3151909,1.964386,0.04948529,0.08466561,"ZFYVE28","57732","zinc finger FYVE-type containing 28"
"ENSG00000133740",71.49677,-0.433082,0.2205048,-1.964048,0.04952454,0.08472289,"E2F5","1875","E2F transcription factor 5"
"ENSG00000164880",2672.577,0.101175,0.0515308,1.963389,0.04960099,0.08484379,"INTS1","26173","integrator complex subunit 1"
"ENSG00000198934",52.32912,-0.4902926,0.2498597,-1.962272,0.04973084,0.08505601,"MAGEE1","57692","MAGE family member E1"
"ENSG00000221838",298.5844,0.2196894,0.1119628,1.962165,0.04974333,0.08506746,"AP4M1","9179","adaptor related protein complex 4 mu 1 subunit"
"ENSG00000114861",1469.148,-0.1227901,0.06259382,-1.961697,0.04979779,0.08515069,"FOXP1","27086","forkhead box P1"
"ENSG00000115816",517.2449,-0.1692206,0.08626968,-1.96153,0.0498172,0.08517396,"CEBPZ","10153","CCAAT enhancer binding protein zeta"
"ENSG00000123104",242.6875,-0.2604082,0.1327981,-1.960933,0.04988687,0.08528314,"ITPR2","3709","inositol 1,4,5-trisphosphate receptor type 2"
"ENSG00000134419",1340.126,-0.1214781,0.06197493,-1.960117,0.04998212,0.08543605,"RPS15A","6210","ribosomal protein S15a"
"ENSG00000164077",214.4255,-0.2520058,0.1286908,-1.958227,0.05020344,0.08579057,"MON1A","84315","MON1 homolog A, secretory trafficking associated"
"ENSG00000205363",11.98459,1.043887,0.5330852,1.958199,0.05020663,0.08579057,"C15orf59","388135","chromosome 15 open reading frame 59"
"ENSG00000083828",79.30009,-0.3900487,0.1991878,-1.958196,0.05020705,0.08579057,"ZNF586","54807","zinc finger protein 586"
"ENSG00000214087",451.4404,0.1768405,0.09032453,1.957835,0.05024937,0.08585125,"ARL16","339231","ADP ribosylation factor like GTPase 16"
"ENSG00000123179",292.8382,-0.2101717,0.1073513,-1.957794,0.05025425,0.08585125,"EBPL","84650","emopamil binding protein like"
"ENSG00000173928",16.04172,0.8947812,0.4571146,1.957455,0.050294,0.08590917,"SWSAP1","126074","SWIM-type zinc finger 7 associated protein 1"
"ENSG00000183475",233.3841,0.2484231,0.1269947,1.956168,0.05044531,0.08615761,"ASB7","140460","ankyrin repeat and SOCS box containing 7"
"ENSG00000120549",242.4629,-0.2418153,0.1236277,-1.955996,0.05046567,0.08618237,"KIAA1217","56243","KIAA1217"
"ENSG00000166262",31.4448,0.6248957,0.3195685,1.955436,0.05053166,0.08628502,"FAM227B","196951","family with sequence similarity 227 member B"
"ENSG00000183117",3.786874,-1.977338,1.011494,-1.954869,0.05059858,0.08638926,"CSMD1","64478","CUB and Sushi multiple domains 1"
"ENSG00000178718",16.22569,0.9087031,0.4650108,1.954155,0.05068291,0.08651375,"RPP25","54913","ribonuclease P and MRP subunit p25"
"ENSG00000166169",223.8088,-0.2363815,0.1209637,-1.954152,0.05068328,0.08651375,"POLL","27343","DNA polymerase lambda"
"ENSG00000103485",248.5422,-0.2250453,0.1151727,-1.953981,0.05070344,0.08653812,"QPRT","23475","quinolinate phosphoribosyltransferase"
"ENSG00000140471",95.64266,-0.3535584,0.1810314,-1.953022,0.05081694,0.08672176,"LINS1","55180","lines homolog 1"
"ENSG00000008256",673.0766,-0.1477916,0.07568648,-1.952681,0.05085739,0.08677872,"CYTH3","9265","cytohesin 3"
"ENSG00000007545",193.7494,0.2546261,0.1304009,1.952641,0.05086214,0.08677872,"CRAMP1","57585","cramped chromatin regulator homolog 1"
"ENSG00000158717",257.2495,0.2239603,0.1147219,1.952201,0.05091429,0.08685762,"RNF166","115992","ring finger protein 166"
"ENSG00000011422",2190.595,0.114253,0.05852998,1.952042,0.05093327,0.0868799,"PLAUR","5329","plasminogen activator, urokinase receptor"
"ENSG00000094963",1.096081,-3.649227,1.869897,-1.951566,0.05098974,0.08696613,"FMO2","2327","flavin containing monooxygenase 2"
"ENSG00000105793",266.7267,-0.217645,0.1115275,-1.951493,0.05099847,0.08697092,"GTPBP10","85865","GTP binding protein 10"
"ENSG00000110958",3447.054,0.09080381,0.0465384,1.951159,0.05103814,0.08702847,"PTGES3","10728","prostaglandin E synthase 3"
"ENSG00000198346",77.90926,0.4019713,0.2060494,1.950849,0.051075,0.08708122,"ZNF813","126017","zinc finger protein 813"
"ENSG00000205835",7.475929,-1.293751,0.6633667,-1.950281,0.05114267,0.08718647,"GMNC","647309","geminin coiled-coil domain containing"
"ENSG00000173376",1.789286,3.131361,1.606746,1.948884,0.05130923,0.08746027,"NDNF","79625","neuron derived neurotrophic factor"
"ENSG00000121552",1.070416,-3.625409,1.861023,-1.948073,0.05140618,0.08761537,"CSTA","1475","cystatin A"
"ENSG00000128891",177.7657,0.2625659,0.1347884,1.947987,0.05141656,0.08762289,"CCDC32","90416","coiled-coil domain containing 32"
"ENSG00000145982",116.1155,-0.320931,0.1647686,-1.947768,0.05144277,0.08765074,"FARS2","10667","phenylalanyl-tRNA synthetase 2, mitochondrial"
"ENSG00000135341",1150.815,-0.1245618,0.06395162,-1.94775,0.05144484,0.08765074,"MAP3K7","6885","mitogen-activated protein kinase kinase kinase 7"
"ENSG00000257093",165.2129,-0.2960644,0.1521219,-1.946231,0.05162694,0.08795081,"KIAA1147","57189","KIAA1147"
"ENSG00000081870",197.1812,0.2530658,0.1301003,1.945159,0.05175585,0.08816018,"HSPB11","51668","heat shock protein family B (small) member 11"
"ENSG00000162946",79.43148,-0.3856931,0.198308,-1.94492,0.05178463,0.08819898,"DISC1","27185","DISC1 scaffold protein"
"ENSG00000168477",8.370156,1.243063,0.6391634,1.944828,0.05179566,0.08820754,"TNXB","7148","tenascin XB"
"ENSG00000104361",161.5115,0.2899034,0.1491868,1.943224,0.05198908,0.08852667,"NIPAL2","79815","NIPA like domain containing 2"
"ENSG00000173040",117.1626,0.3302361,0.1699735,1.942868,0.05203212,0.08858968,"EVC2","132884","EvC ciliary complex subunit 2"
"ENSG00000164185",4.362635,-1.836498,0.9455537,-1.942246,0.05210733,0.08870746,"ZNF474","133923","zinc finger protein 474"
"ENSG00000233493",3.029205,2.317297,1.193242,1.942017,0.05213504,0.0887351,"TMEM238","388564","transmembrane protein 238"
"ENSG00000213533",34.09621,-0.5892422,0.3034184,-1.942012,0.05213564,0.0887351,"STIMATE","375346","STIM activating enhancer"
"ENSG00000184863",649.2503,0.1512082,0.07787114,1.941775,0.05216439,0.08877374,"RBM33","155435","RNA binding motif protein 33"
"ENSG00000092847",935.6743,-0.126443,0.06514943,-1.940815,0.05228072,0.08896141,"AGO1","26523","argonaute 1, RISC catalytic component"
"ENSG00000129493",584.5907,-0.1660514,0.08558949,-1.940091,0.05236864,0.08910069,"HEATR5A","25938","HEAT repeat containing 5A"
"ENSG00000187531",196.0668,-0.2606248,0.1343474,-1.939932,0.05238796,0.08912324,"SIRT7","51547","sirtuin 7"
"ENSG00000150756",135.808,-0.2996418,0.1545096,-1.939309,0.05246377,0.08924188,"FAM173B","134145","family with sequence similarity 173 member B"
"ENSG00000137460",14.14588,0.9435667,0.4868996,1.937908,0.05263444,0.08952181,"FHDC1","85462","FH2 domain containing 1"
"ENSG00000116747",889.1216,-0.1357167,0.070046,-1.937537,0.05267969,0.08958841,"TROVE2","6738","TROVE domain family member 2"
"ENSG00000011454",1023.477,0.1413231,0.07295454,1.93714,0.05272827,0.08966064,"GPR21","2844","G protein-coupled receptor 21"
"ENSG00000167103",18.29566,-0.8148537,0.4212208,-1.934505,0.0530511,0.09019915,"PIP5KL1","138429","phosphatidylinositol-4-phosphate 5-kinase like 1"
"ENSG00000162819",865.7013,0.1358395,0.07022589,1.934323,0.05307348,0.09022676,"BROX","148362","BRO1 domain and CAAX motif containing"
"ENSG00000174428",57.51119,0.4690759,0.242513,1.93423,0.05308488,0.09023569,"GTF2IRD2B","389524","GTF2I repeat domain containing 2B"
"ENSG00000130294",5.437405,1.681433,0.8694049,1.934005,0.05311257,0.09027232,"KIF1A","547","kinesin family member 1A"
"ENSG00000172006",47.92868,0.5139691,0.2657803,1.933812,0.05313628,0.09030216,"ZNF554","115196","zinc finger protein 554"
"ENSG00000197696",53.69252,0.4896025,0.2533235,1.932716,0.05327118,0.09052095,"NMB","4828","neuromedin B"
"ENSG00000064300",5.057645,1.63484,0.8459313,1.932592,0.05328651,0.09053653,"NGFR","4804","nerve growth factor receptor"
